id;created_by;area;total_score;created_at
820;105;1;95.00;2023-01-16
821;62;1;88.00;2023-01-17
822;108;1;87.75;2023-01-17
823;108;1;51.25;2023-01-17
824;108;1;92.00;2023-01-17
825;42;1;90.50;2023-01-17
826;25;1;86.25;2023-01-17
827;52;1;89.00;2023-01-17
828;52;1;77.00;2023-01-17
829;94;1;97.00;2023-01-17
830;59;1;78.25;2023-01-17
831;62;1;65.25;2023-01-18
832;45;1;95.50;2023-01-17
833;76;1;55.00;2023-01-18
834;76;1;53.75;2023-01-17
835;105;1;93.00;2023-01-18
836;42;1;85.00;2023-01-18
837;42;1;75.50;2023-01-18
838;42;1;94.50;2023-01-18
839;62;1;91.50;2023-01-18
840;94;1;86.50;2023-01-18
841;45;1;53.75;2023-01-19
842;108;1;57.25;2023-01-19
843;108;1;50.75;2023-01-18
844;52;1;87.75;2023-01-19
845;94;1;83.50;2023-01-19
846;62;1;78.25;2023-01-19
847;51;1;75.00;2023-01-20
848;59;1;53.75;2023-01-20
849;59;1;77.25;2023-01-20
850;108;1;92.50;2023-01-18
851;108;1;95.50;2023-01-19
852;108;1;88.25;2023-01-20
853;178;1;88.75;2023-01-20
854;178;1;81.00;2023-01-20
855;52;1;97.00;2023-01-20
856;52;1;92.50;2023-01-20
857;59;1;88.50;2023-01-20
858;94;1;78.75;2023-01-20
859;62;1;95.50;2023-01-20
860;31;1;87.75;2023-01-21
861;105;1;47.25;2023-01-21
862;51;1;70.75;2023-01-21
863;137;1;72.75;2023-01-21
864;24;1;75.25;2023-01-21
865;42;1;55.50;2023-01-21
866;133;1;70.25;2023-01-21
867;108;1;89.00;2023-01-20
868;108;1;78.00;2023-01-21
869;108;1;88.25;2023-01-21
870;108;1;93.00;2023-01-21
871;52;1;90.25;2023-01-21
872;52;1;80.25;2023-01-21
873;42;1;82.75;2023-01-21
874;42;1;83.25;2023-01-21
875;105;1;80.50;2023-01-21
876;62;1;86.75;2023-01-21
877;51;1;79.25;2023-01-22
878;137;1;51.25;2023-01-22
879;178;1;78.50;2023-01-22
880;59;1;51.00;2023-01-22
881;108;1;94.50;2023-01-22
882;108;1;88.00;2023-01-22
883;108;1;80.50;2023-01-22
884;108;1;84.75;2023-01-22
885;52;1;87.00;2023-01-22
886;52;1;89.50;2023-01-22
887;133;1;75.25;2023-01-22
888;62;1;81.75;2023-01-22
889;137;1;82.00;2023-01-22
890;59;1;54.25;2023-01-23
891;108;1;53.00;2023-01-23
892;108;1;92.50;2023-01-23
893;108;1;94.50;2023-01-23
894;108;1;80.25;2023-01-23
895;108;1;92.00;2023-01-23
896;124;1;85.75;2023-01-23
897;108;1;82.25;2023-01-23
898;52;1;92.50;2023-01-23
899;52;1;82.75;2023-01-23
900;45;1;77.25;2023-01-23
901;62;1;81.25;2023-01-23
902;42;1;61.75;2023-01-24
903;42;1;49.75;2023-01-24
904;42;1;87.00;2023-01-24
905;59;1;92.50;2023-01-24
906;62;1;84.00;2023-01-24
907;180;1;85.00;2023-01-24
908;137;1;51.25;2023-01-25
909;42;1;39.50;2023-01-25
910;42;1;45.75;2023-01-25
911;59;1;88.75;2023-01-25
912;124;1;89.50;2023-01-25
913;108;1;84.50;2023-01-25
914;108;1;89.00;2023-01-25
915;108;1;90.00;2023-01-25
916;108;1;77.75;2023-01-25
917;105;1;87.50;2023-01-25
918;62;1;85.00;2023-01-25
919;31;1;81.00;2023-01-26
920;137;1;36.00;2023-01-26
921;93;1;51.25;2023-01-26
922;93;1;50.00;2023-01-26
923;42;1;33.25;2023-01-26
924;105;1;34.50;2023-01-26
925;51;1;91.50;2023-01-26
926;62;1;61.50;2023-01-27
927;59;1;76.00;2023-01-27
928;91;1;39.50;2023-01-27
929;42;1;95.50;2023-01-26
930;42;1;88.00;2023-01-27
931;42;1;89.00;2023-01-27
932;52;1;93.00;2023-01-27
933;52;1;92.50;2023-01-27
934;31;1;67.25;2023-01-27
935;93;1;71.00;2023-01-27
936;93;1;55.50;2023-01-27
937;105;1;33.25;2023-01-27
938;59;1;35.25;2023-01-27
939;93;1;78.50;2023-01-28
940;52;1;97.00;2023-01-27
941;52;1;33.25;2023-01-28
942;52;1;65.50;2023-01-28
943;110;1;62.75;2023-01-28
944;91;1;64.00;2023-01-28
945;42;1;73.50;2023-01-28
946;42;1;100.00;2023-01-28
947;42;1;94.50;2023-01-28
948;178;1;91.50;2023-01-28
949;178;1;89.00;2023-01-28
950;72;1;86.00;2023-01-28
951;45;1;88.50;2023-01-28
952;51;1;86.25;2023-01-28
953;164;1;66.50;2023-01-29
954;108;1;84.50;2023-01-29
955;108;1;72.00;2023-01-29
956;52;1;86.50;2023-01-29
957;52;1;92.00;2023-01-29
958;178;1;73.75;2023-01-29
959;48;1;67.25;2023-01-29
960;133;1;69.25;2023-01-29
961;164;1;88.00;2023-01-29
962;108;1;44.75;2023-01-30
963;108;1;59.50;2023-01-30
964;52;1;92.00;2023-01-30
965;52;1;88.25;2023-01-30
966;108;1;74.25;2023-01-30
967;108;1;68.25;2023-01-30
968;42;1;89.50;2023-01-30
969;42;1;77.75;2023-01-30
970;178;1;77.75;2023-01-30
971;48;1;73.25;2023-01-30
972;133;1;88.50;2023-01-30
973;51;1;87.75;2023-01-30
974;116;1;74.25;2023-01-30
975;108;1;83.50;2023-01-31
976;108;1;88.50;2023-01-31
977;108;1;84.25;2023-01-31
978;52;1;87.75;2023-01-31
979;108;1;87.50;2023-01-31
980;52;1;76.75;2023-01-31
981;105;1;90.00;2023-01-31
982;42;1;65.75;2023-01-31
983;42;1;81.00;2023-01-31
984;42;1;74.75;2023-01-31
985;5;1;79.00;2023-01-31
986;48;1;74.75;2023-01-31
987;108;1;88.25;2023-01-31
988;108;1;83.00;2023-01-31
989;80;1;85.25;2023-02-01
990;80;1;90.50;2023-02-01
991;80;1;59.25;2023-01-30
992;105;1;47.75;2023-01-30
993;42;1;63.00;2023-01-30
994;51;1;79.25;2023-02-01
995;5;1;83.75;2023-02-01
996;48;1;79.25;2023-02-01
997;164;1;71.75;2023-02-01
998;178;1;81.00;2023-02-01
999;105;1;80.50;2023-01-03
1000;80;1;65.50;2023-02-02
1001;108;1;73.25;2023-02-02
1002;108;1;82.50;2023-01-31
1003;108;1;82.25;2023-02-03
1004;52;1;80.25;2023-02-03
1005;108;1;92.50;2023-02-03
1006;108;1;79.00;2023-02-03
1007;13;1;90.00;2023-02-03
1008;52;1;90.00;2023-02-03
1009;13;1;62.50;2023-01-19
1010;52;1;90.00;2023-02-03
1011;13;1;64.50;2023-01-20
1012;13;1;84.50;2023-02-03
1013;13;1;62.00;2023-01-21
1014;13;1;86.00;2023-01-22
1015;13;1;83.00;2023-01-23
1016;61;1;84.50;2023-01-24
1017;13;1;66.50;2023-01-25
1018;93;1;81.25;2023-02-02
1019;13;1;74.25;2023-01-26
1020;61;1;33.25;2023-02-03
1021;178;1;77.50;2023-02-27
1022;52;1;68.00;2023-02-03
1023;52;1;67.25;2023-02-04
1024;52;1;89.00;2023-02-04
1025;52;1;87.75;2023-02-04
1026;105;1;84.00;2023-02-04
1027;5;1;79.75;2023-02-04
1028;48;1;91.25;2023-02-04
1029;61;1;87.25;2023-02-04
1030;108;1;83.00;2023-02-04
1031;108;1;75.00;2023-02-04
1032;108;1;90.00;2023-02-04
1033;48;1;93.00;2023-02-04
1034;178;1;92.00;2023-02-04
1035;52;1;81.25;2023-02-05
1036;52;1;74.00;2023-02-05
1037;52;1;81.75;2023-02-05
1038;52;1;85.25;2023-02-05
1039;108;1;84.25;2023-02-05
1040;108;1;82.25;2023-02-05
1041;108;1;79.00;2023-02-05
1042;61;1;92.75;2023-02-05
1043;31;1;88.25;2023-02-05
1044;179;1;73.25;2023-02-05
1045;164;1;77.50;2023-02-06
1046;180;1;81.25;2023-02-06
1047;45;1;73.75;2023-02-06
1048;15;1;87.00;2023-02-06
1049;93;1;52.25;2023-02-05
1050;48;1;63.75;2023-02-05
1051;48;1;33.25;2023-02-06
1052;178;1;72.75;2023-02-06
1053;108;1;77.50;2023-02-06
1054;108;1;94.50;2023-02-06
1055;169;1;90.75;2023-02-06
1056;169;1;87.50;2023-02-06
1057;108;1;94.50;2023-02-06
1058;61;1;100.00;2023-02-06
1059;25;1;92.50;2023-02-06
1060;25;1;77.00;2023-02-06
1061;6;1;86.00;2023-02-06
1062;105;1;81.50;2023-02-06
1063;25;1;41.00;2023-02-07
1064;25;1;80.25;2023-02-07
1065;13;1;80.50;2023-02-07
1066;13;1;77.50;2023-02-07
1067;13;1;79.75;2023-01-28
1068;13;1;72.75;2023-01-29
1069;13;1;76.25;2023-01-30
1070;13;1;76.75;2023-01-31
1071;108;1;66.00;2023-02-01
1072;108;1;82.00;2023-02-02
1073;135;1;93.25;2023-02-08
1074;52;1;89.00;2023-02-08
1075;52;1;84.50;2023-02-08
1076;52;1;87.50;2023-02-08
1077;52;1;81.50;2023-02-08
1078;61;1;79.25;2023-02-08
1079;51;1;91.50;2023-02-08
1080;6;1;81.50;2023-02-08
1081;25;1;69.50;2023-02-09
1082;25;1;60.75;2023-02-08
1083;135;1;66.50;2023-02-08
1084;108;1;77.00;2023-02-08
1085;108;1;71.00;2023-02-09
1086;108;1;89.50;2023-02-09
1087;52;1;82.75;2023-02-09
1088;52;1;87.75;2023-02-09
1089;52;1;89.00;2023-02-09
1090;48;1;84.25;2023-02-09
1091;48;1;87.25;2023-02-09
1092;51;1;77.50;2023-02-09
1093;6;1;83.25;2023-02-09
1094;25;1;75.50;2023-02-10
1095;25;1;63.25;2023-02-10
1096;15;1;84.50;2023-02-09
1097;124;1;90.00;2023-02-09
1098;48;1;56.00;2023-02-09
1099;48;1;92.00;2023-02-10
1100;52;1;79.00;2023-02-10
1101;52;1;79.00;2023-02-10
1102;52;1;92.50;2023-02-10
1103;52;1;80.00;2023-02-10
1104;105;1;88.00;2023-02-10
1105;179;1;79.75;2023-02-10
1106;61;1;60.75;2023-02-11
1107;135;1;67.25;2023-02-11
1108;135;1;77.50;2023-02-11
1109;135;1;88.50;2023-02-10
1110;124;1;94.50;2023-02-10
1111;48;1;59.25;2023-02-10
1112;48;1;86.00;2023-02-11
1113;48;1;80.00;2023-02-11
1114;52;1;79.00;2023-02-11
1115;52;1;79.00;2023-02-11
1116;52;1;89.50;2023-02-11
1117;105;1;94.00;2023-02-11
1118;6;1;96.50;2023-02-11
1119;25;1;52.00;2023-02-12
1120;25;1;58.25;2023-02-12
1121;135;1;75.75;2023-02-11
1122;135;1;84.50;2023-02-11
1123;54;1;63.75;2023-02-11
1124;48;1;83.50;2023-02-11
1125;48;1;78.75;2023-02-12
1126;52;1;75.00;2023-02-12
1127;52;1;77.50;2023-02-12
1128;105;1;96.25;2023-02-12
1129;51;1;91.00;2023-02-12
1130;17;1;64.50;2023-02-13
1131;115;1;74.25;2023-02-13
1132;135;1;66.50;2023-02-13
1133;135;1;76.25;2023-02-13
1134;25;1;86.00;2023-02-12
1135;179;1;65.25;2023-02-12
1136;61;1;81.50;2023-02-12
1137;48;1;76.25;2023-02-13
1138;48;1;85.75;2023-02-13
1139;59;1;77.50;2023-02-13
1140;135;1;76.50;2023-02-13
1141;25;1;95.50;2023-02-13
1142;135;1;98.00;2023-02-13
1143;25;1;63.25;2023-02-13
1144;135;1;81.00;2023-02-13
1145;24;1;83.50;2023-02-13
1146;52;1;90.25;2023-02-13
1147;52;1;65.00;2023-02-14
1148;52;1;74.50;2023-02-14
1149;52;1;86.75;2023-02-14
1150;61;1;94.00;2023-02-14
1151;6;1;88.50;2023-02-14
1152;25;1;80.00;2023-02-14
1153;135;1;83.25;2023-02-15
1154;135;1;76.00;2023-02-14
1155;135;1;92.75;2023-02-14
1156;59;1;90.00;2023-02-14
1157;17;1;88.50;2023-02-14
1158;61;1;95.50;2023-02-14
1159;52;1;61.75;2023-02-15
1160;52;1;85.50;2023-02-15
1161;52;1;89.50;2023-02-15
1162;52;1;86.50;2023-02-15
1163;59;1;79.00;2023-02-15
1164;45;1;81.00;2023-02-15
1165;31;1;100.00;2023-02-15
1166;17;1;66.00;2023-02-16
1167;180;1;54.75;2023-02-16
1168;105;1;57.50;2023-02-16
1169;48;1;86.25;2023-02-16
1170;178;1;73.75;2023-02-16
1171;178;1;79.00;2023-02-15
1172;52;1;64.50;2023-02-16
1173;52;1;72.50;2023-02-16
1174;52;1;90.50;2023-02-16
1175;52;1;80.50;2023-02-16
1176;52;1;84.00;2023-02-16
1177;24;1;91.50;2023-02-16
1178;25;1;83.50;2023-02-16
1179;25;1;63.75;2023-02-16
1180;135;1;77.50;2023-02-16
1181;124;1;78.00;2023-02-16
1182;61;1;91.50;2023-02-16
1183;105;1;89.00;2023-02-16
1184;94;1;67.25;2023-02-16
1185;31;1;73.00;2023-02-17
1186;180;1;86.25;2023-02-17
1187;179;1;59.75;2023-02-17
1188;59;1;80.00;2023-02-17
1189;48;1;83.00;2023-02-17
1190;52;1;95.50;2023-02-18
1191;52;1;77.50;2023-02-17
1192;52;1;85.50;2023-02-17
1193;135;1;89.00;2023-02-17
1194;59;1;81.00;2023-02-17
1195;61;1;88.50;2023-02-17
1196;6;1;95.50;2023-02-17
1197;105;1;69.50;2023-02-17
1198;94;1;51.50;2023-02-18
1199;25;1;61.50;2023-02-18
1200;25;1;86.50;2023-02-18
1201;180;1;90.00;2023-02-17
1202;31;1;86.50;2023-02-17
1203;17;1;87.50;2023-02-18
1204;31;1;59.75;2023-02-18
1205;137;1;57.00;2023-02-18
1206;135;1;59.75;2023-02-18
1207;135;1;44.50;2023-02-18
1208;52;1;93.00;2023-02-18
1209;52;1;87.50;2023-02-18
1210;52;1;78.00;2023-02-18
1211;52;1;91.00;2023-02-18
1212;61;1;81.00;2023-02-18
1213;59;1;91.00;2023-02-18
1214;25;1;69.25;2023-02-18
1215;25;1;95.50;2023-02-18
1216;25;1;81.00;2023-02-18
1217;94;1;89.50;2023-02-18
1218;31;1;77.50;2023-02-18
1219;180;1;100.00;2023-02-19
1220;179;1;65.25;2023-02-19
1221;15;1;80.00;2023-02-19
1222;137;1;86.00;2023-02-19
1223;52;1;56.00;2023-02-18
1224;52;1;59.75;2023-02-19
1225;52;1;72.50;2023-02-19
1226;25;1;67.75;2023-02-19
1227;59;1;94.00;2023-02-19
1228;135;1;83.50;2023-02-19
1229;135;1;93.00;2023-02-20
1230;105;1;92.50;2023-02-20
1231;93;1;89.75;2023-02-20
1232;48;1;60.00;2023-02-20
1233;61;1;38.75;2023-02-20
1234;52;1;78.75;2023-02-20
1235;52;1;68.00;2023-02-20
1236;52;1;80.00;2023-02-20
1237;52;1;81.50;2023-02-20
1238;52;1;89.00;2023-02-20
1239;25;1;87.25;2023-02-20
1240;25;1;91.50;2023-02-20
1241;181;1;90.50;2023-02-20
1242;31;1;82.50;2023-02-20
1243;15;1;66.50;2023-02-20
1244;6;1;57.25;2023-02-21
1245;105;1;58.00;2023-02-20
1246;59;1;50.50;2023-02-20
1247;135;1;49.00;2023-02-21
1248;135;1;95.50;2023-02-21
1249;52;1;92.50;2023-02-21
1250;52;1;87.75;2023-02-21
1251;52;1;85.50;2023-02-21
1252;61;1;83.50;2023-02-21
1253;52;1;84.75;2023-02-21
1254;52;1;70.50;2023-02-21
1255;94;1;92.00;2023-02-21
1256;25;1;86.00;2023-02-21
1257;180;1;100.00;2023-02-22
1258;31;1;60.25;2023-02-21
1259;15;1;75.25;2023-02-22
1260;59;1;52.25;2023-02-22
1261;166;1;53.00;2023-02-21
1262;105;1;100.00;2023-02-22
1263;166;1;84.50;2023-02-22
1264;52;1;58.00;2023-02-22
1265;52;1;65.75;2023-02-22
1266;61;1;88.00;2023-02-22
1267;52;1;88.50;2023-02-22
1268;93;1;71.50;2023-02-22
1269;93;1;89.00;2023-02-22
1270;94;1;38.75;2023-02-22
1271;31;1;43.25;2023-02-22
1272;15;1;91.00;2023-02-23
1273;93;1;71.25;2023-02-23
1274;59;1;57.25;2023-02-22
1275;25;1;40.75;2023-02-23
1276;52;1;90.00;2023-02-23
1277;52;1;65.00;2023-02-22
1278;52;1;80.75;2023-02-23
1279;52;1;89.00;2023-02-23
1280;94;1;80.00;2023-02-23
1281;31;1;87.25;2023-02-23
1282;59;1;92.75;2023-02-24
1283;61;1;63.25;2023-02-24
1284;25;1;89.50;2023-02-24
1285;15;1;67.50;2023-02-24
1286;180;1;69.50;2023-02-23
1287;52;1;59.00;2023-02-23
1288;52;1;75.00;2023-02-24
1289;52;1;78.00;2023-02-24
1290;52;1;86.00;2023-02-24
1291;6;1;84.25;2023-02-24
1292;181;1;94.00;2023-02-24
1293;31;1;84.75;2023-02-24
1294;48;1;64.25;2023-02-24
1295;48;1;58.25;2023-02-25
1296;25;1;81.00;2023-02-24
1297;25;1;79.00;2023-02-24
1298;94;1;68.25;2023-02-24
1299;180;1;81.00;2023-02-24
1300;93;1;93.75;2023-02-25
1301;93;1;66.00;2023-02-25
1302;93;1;38.75;2023-02-23
1303;93;1;38.75;2023-02-25
1304;61;1;38.75;2023-02-25
1305;166;1;36.25;2023-02-25
1306;48;1;75.50;2023-02-25
1307;48;1;72.75;2023-02-25
1308;48;1;79.00;2023-02-25
1309;52;1;81.00;2023-02-25
1310;52;1;90.75;2023-02-25
1311;52;1;89.75;2023-02-25
1312;52;1;80.50;2023-02-25
1313;94;1;84.25;2023-02-25
1314;181;1;91.00;2023-02-25
1315;31;1;82.25;2023-02-26
1316;25;1;72.50;2023-02-26
1317;25;1;68.00;2023-02-26
1318;180;1;55.50;2023-02-25
1319;82;1;60.75;2023-02-25
1320;15;1;80.25;2023-02-26
1321;61;1;77.75;2023-02-26
1322;97;1;82.00;2023-02-26
1323;97;1;80.00;2023-02-26
1324;124;1;75.25;2023-02-26
1325;48;1;100.00;2023-02-26
1326;48;1;92.00;2023-02-26
1327;52;1;80.25;2023-02-26
1328;52;1;80.25;2023-02-26
1329;52;1;91.00;2023-02-26
1330;52;1;85.25;2023-02-26
1331;94;1;92.75;2023-02-26
1332;6;1;91.25;2023-02-26
1333;173;1;97.50;2023-02-27
1334;25;1;59.00;2023-02-26
1335;25;1;79.00;2023-02-26
1336;169;1;70.75;2023-02-26
1337;169;1;78.25;2023-02-26
1338;169;1;100.00;2023-02-27
1339;169;1;100.00;2023-02-27
1340;169;1;100.00;2023-02-27
1341;124;1;100.00;2023-02-27
1342;124;1;100.00;2023-02-27
1343;61;1;94.50;2023-02-27
1344;62;1;86.50;2023-02-27
1345;94;1;80.50;2023-02-27
1346;6;1;59.25;2023-02-27
1347;180;1;89.00;2023-02-28
1348;62;1;65.75;2023-02-27
1349;59;1;68.00;2023-03-01
1350;173;1;56.50;2023-03-01
1351;135;1;100.00;2023-02-28
1352;169;1;82.50;2023-02-28
1353;135;1;82.25;2023-03-01
1354;169;1;100.00;2023-03-01
1355;135;1;70.25;2023-03-01
1356;169;1;100.00;2023-03-01
1357;180;1;75.25;2023-03-01
1358;59;1;100.00;2023-03-01
1359;29;1;70.50;2023-03-01
1360;6;1;100.00;2023-03-01
1361;94;1;75.50;2023-03-02
1362;15;1;74.50;2023-03-01
1363;124;1;87.75;2023-03-02
1364;59;1;57.25;2023-02-01
1365;135;1;94.50;2023-03-01
1366;25;1;100.00;2023-03-02
1367;135;1;85.75;2023-03-02
1368;25;1;74.25;2023-03-02
1369;15;1;75.50;2023-03-02
1370;135;1;66.25;2023-03-02
1371;173;1;69.00;2023-03-02
1372;124;1;94.50;2023-03-02
1373;180;1;78.75;2023-03-02
1374;29;1;94.50;2023-03-02
1375;25;1;66.00;2023-03-02
1376;135;1;71.50;2023-03-03
1377;135;1;69.75;2023-03-03
1378;135;1;84.75;2023-03-03
1379;135;1;85.75;2023-03-03
1380;59;1;91.50;2023-03-03
1381;180;1;82.75;2023-03-03
1382;94;1;100.00;2023-03-03
1383;29;1;70.50;2023-03-03
1384;173;1;95.25;2023-03-04
1385;15;1;62.75;2023-03-04
1386;169;1;78.00;2023-03-03
1387;169;1;62.75;2023-03-03
1388;169;1;100.00;2023-03-04
1389;169;1;100.00;2023-03-04
1390;169;1;100.00;2023-03-04
1391;169;1;100.00;2023-03-04
1392;25;1;100.00;2023-03-04
1393;25;1;100.00;2023-03-04
1394;173;1;81.50;2023-03-04
1395;135;1;81.00;2023-03-04
1396;135;1;66.75;2023-03-04
1397;61;1;85.75;2023-03-04
1398;29;1;83.25;2023-03-04
1399;180;1;63.00;2023-03-04
1400;124;1;69.75;2023-03-05
1401;59;1;64.00;2023-03-04
1402;135;1;92.00;2023-03-04
1403;135;1;100.00;2023-03-05
1404;108;1;85.75;2023-03-05
1405;108;1;80.75;2023-03-05
1406;108;1;81.00;2023-03-05
1407;25;1;82.25;2023-03-05
1408;180;1;87.00;2023-03-06
1409;6;1;68.00;2023-03-05
1410;29;1;67.50;2023-03-05
1411;59;1;77.75;2023-03-06
1412;48;1;72.75;2023-03-06
1413;93;1;100.00;2023-03-06
1414;93;1;85.25;2023-03-06
1415;61;1;37.00;2023-03-06
1416;108;1;40.50;2023-03-06
1417;108;1;77.00;2023-03-06
1418;108;1;87.75;2023-03-06
1419;25;1;85.25;2023-03-06
1420;25;1;83.50;2023-03-06
1421;25;1;80.00;2023-03-06
1422;29;1;76.50;2023-03-06
1423;180;1;68.00;2023-03-06
1424;59;1;77.25;2023-03-07
1425;135;1;70.50;2023-03-06
1426;135;1;100.00;2023-03-07
1427;135;1;85.75;2023-03-06
1428;48;1;82.25;2023-03-06
1429;132;1;88.00;2023-03-06
1430;173;1;87.50;2023-03-07
1431;108;1;74.50;2023-03-07
1432;108;1;72.25;2023-03-07
1433;108;1;88.75;2023-03-07
1434;108;1;81.00;2023-03-07
1435;108;1;84.50;2023-03-07
1436;29;1;92.50;2023-03-07
1437;135;1;92.00;2023-03-07
1438;135;1;77.75;2023-03-08
1439;135;1;85.75;2023-03-07
1440;25;1;83.75;2023-03-07
1441;25;1;92.50;2023-03-07
1442;59;1;83.50;2023-03-07
1443;180;1;83.00;2023-03-07
1444;48;1;100.00;2023-03-08
1445;48;1;70.50;2023-03-08
1446;173;1;87.75;2023-03-08
1447;169;1;84.75;2023-03-08
1448;108;1;69.75;2023-03-08
1449;108;1;85.00;2023-03-08
1450;94;1;84.25;2023-03-08
1451;6;1;82.25;2023-03-08
1452;29;1;89.00;2023-03-09
1453;135;1;63.50;2023-03-08
1454;135;1;66.75;2023-03-09
1455;135;1;79.75;2023-03-08
1456;124;1;80.75;2023-03-08
1457;25;1;92.50;2023-03-08
1458;25;1;94.50;2023-03-09
1459;59;1;68.00;2023-03-08
1460;108;1;64.25;2023-03-08
1461;108;1;100.00;2023-03-09
1462;108;1;76.25;2023-03-09
1463;108;1;78.50;2023-03-09
1464;48;1;92.50;2023-03-09
1465;29;1;86.25;2023-03-09
1466;94;1;82.75;2023-03-09
1467;135;1;65.00;2023-03-10
1468;135;1;97.50;2023-03-10
1469;135;1;88.00;2023-03-09
1470;15;1;86.00;2023-03-09
1471;132;1;87.50;2023-03-09
1472;173;1;80.75;2023-03-09
1473;124;1;82.50;2023-03-09
1474;61;1;71.75;2023-03-09
1475;5;1;88.00;2023-03-10
1476;59;1;81.25;2023-03-10
1477;124;1;61.00;2023-03-10
1478;59;1;100.00;2023-03-10
1479;94;1;94.50;2023-03-11
1480;51;1;100.00;2023-03-11
1481;173;1;97.50;2023-03-12
1482;135;1;77.75;2023-03-12
1483;135;1;76.00;2023-03-11
1484;135;1;87.75;2023-03-11
1485;124;1;90.75;2023-03-11
1486;108;1;83.75;2023-03-11
1487;108;1;97.50;2023-03-12
1488;108;1;90.25;2023-03-12
1489;108;1;90.75;2023-03-12
1490;108;1;86.25;2023-03-12
1491;135;1;82.00;2023-03-12
1492;15;1;91.00;2023-03-12
1493;180;1;80.00;2023-03-11
1494;48;1;87.50;2023-03-12
1495;48;1;65.50;2023-03-12
1496;51;1;85.25;2023-03-12
1497;59;1;83.75;2023-03-12
1498;94;1;76.00;2023-03-13
1499;135;1;100.00;2023-03-12
1500;135;1;91.50;2023-03-13
1501;135;1;87.75;2023-03-12
1502;108;1;87.25;2023-03-12
1503;108;1;86.25;2023-03-12
1504;108;1;81.50;2023-03-13
1505;108;1;85.75;2023-03-13
1506;108;1;89.50;2023-03-13
1507;108;1;85.00;2023-03-13
1508;59;1;89.75;2023-03-13
1509;124;1;93.50;2023-03-13
1510;51;1;100.00;2023-03-13
1511;173;1;97.50;2023-03-13
1512;108;1;58.25;2023-03-14
1513;108;1;77.50;2023-03-13
1514;135;1;91.25;2023-03-14
1515;135;1;91.25;2023-03-14
1516;135;1;87.75;2023-03-14
1517;180;1;83.25;2023-03-14
1518;173;1;90.00;2023-03-14
1519;59;1;67.50;2023-03-14
1520;6;1;69.25;2023-03-14
1521;15;1;100.00;2023-03-14
1522;163;1;74.25;2023-03-15
1523;108;1;69.50;2023-03-14
1524;108;1;53.25;2023-03-14
1525;108;1;87.25;2023-03-15
1526;59;1;87.25;2023-03-15
1527;135;1;80.75;2023-03-15
1528;135;1;95.00;2023-03-15
1529;135;1;85.75;2023-03-15
1530;135;1;92.50;2023-03-15
1531;178;1;91.25;2023-03-15
1532;48;1;84.50;2023-03-15
1533;124;1;74.00;2023-03-15
1534;180;1;85.25;2023-03-15
1535;173;1;100.00;2023-03-15
1536;108;1;62.50;2023-03-15
1537;108;1;75.75;2023-03-15
1538;108;1;92.75;2023-03-16
1539;108;1;91.25;2023-03-16
1540;135;1;91.75;2023-03-16
1541;135;1;93.75;2023-03-16
1542;133;1;94.50;2023-03-16
1543;124;1;88.00;2023-03-16
1544;180;1;61.75;2023-03-16
1545;25;1;92.00;2023-03-16
1546;25;1;66.00;2023-03-16
1547;173;1;53.25;2023-03-16
1548;48;1;76.00;2023-03-16
1549;51;1;75.25;2023-03-16
1550;59;1;85.00;2023-03-17
1551;59;1;82.75;2023-03-17
1552;135;1;97.75;2023-03-16
1553;135;1;97.75;2023-03-17
1554;135;1;92.00;2023-03-17
1555;124;1;90.00;2023-03-17
1556;94;1;90.00;2023-03-17
1557;178;1;92.50;2023-03-17
1558;173;1;88.25;2023-03-18
1559;137;1;85.50;2023-03-17
1560;48;1;75.00;2023-03-17
1561;48;1;54.00;2023-03-17
1562;133;1;87.25;2023-03-18
1563;51;1;85.25;2023-03-18
1564;137;1;64.75;2023-03-18
1565;135;1;81.75;2023-03-18
1566;135;1;57.00;2023-03-18
1567;135;1;85.00;2023-03-18
1568;124;1;75.50;2023-03-18
1569;94;1;88.25;2023-03-18
1570;25;1;92.00;2023-03-18
1571;25;1;91.50;2023-03-19
1572;173;1;62.00;2023-03-18
1573;51;1;51.50;2023-03-18
1574;48;1;71.25;2023-03-18
1575;48;1;81.75;2023-03-19
1576;59;1;82.75;2023-03-19
1577;108;1;81.25;2023-03-19
1578;108;1;100.00;2023-03-19
1579;178;1;79.75;2023-03-19
1580;25;1;86.50;2023-03-19
1581;25;1;94.50;2023-03-19
1582;94;1;79.50;2023-03-19
1583;32;1;78.00;2023-03-19
1584;32;1;94.50;2023-03-20
1585;32;1;91.75;2023-03-20
1586;59;1;86.75;2023-03-20
1587;124;1;82.50;2023-03-20
1588;31;1;100.00;2023-03-20
1589;133;1;86.50;2023-03-20
1590;94;1;62.25;2023-03-20
1591;135;1;64.50;2023-03-20
1592;25;1;92.00;2023-03-21
1593;135;1;84.50;2023-03-20
1594;25;1;70.75;2023-03-20
1595;135;1;87.75;2023-03-20
1596;135;1;57.50;2023-03-20
1597;135;1;92.50;2023-03-20
1598;6;1;76.25;2023-03-20
1599;163;1;76.75;2023-03-20
1600;115;1;92.00;2023-03-20
1601;59;1;64.50;2023-03-20
1602;25;1;74.00;2023-03-21
1603;135;1;100.00;2023-03-21
1604;135;1;57.50;2023-03-22
1605;135;1;90.25;2023-03-22
