id;created_by;area;total_score;created_at
1606;135;1;89.50;2023-03-22
1607;135;1;97.00;2023-03-22
1608;59;1;73.25;2023-03-22
1609;124;1;79.00;2023-03-22
1610;59;1;100.00;2023-03-23
1611;133;1;89.50;2023-03-23
1612;94;1;97.50;2023-03-22
1613;51;1;77.00;2023-03-23
1614;25;1;91.00;2023-03-24
1615;135;1;80.25;2023-03-24
1616;135;1;56.50;2023-03-23
1617;135;1;90.25;2023-03-23
1618;135;1;86.50;2023-03-23
1619;93;1;89.75;2023-03-23
1620;59;1;88.25;2023-03-23
1621;51;1;40.75;2023-03-24
1622;135;1;91.75;2023-03-24
1623;135;1;81.75;2023-03-24
1624;135;1;83.75;2023-03-24
1625;135;1;94.75;2023-03-24
1626;93;1;79.50;2023-03-24
1627;98;1;87.25;2023-03-24
1628;133;1;35.25;2023-03-25
1629;59;1;79.25;2023-03-24
1630;93;1;71.75;2023-03-24
1631;93;1;97.75;2023-03-25
1632;93;1;38.25;2023-03-26
1633;25;1;36.25;2023-03-26
1634;25;1;45.50;2023-03-26
1635;135;1;68.25;2023-03-25
1636;135;1;60.50;2023-03-25
1637;135;1;92.75;2023-03-25
1638;135;1;77.00;2023-03-25
1639;51;1;92.00;2023-03-25
1640;59;1;85.00;2023-03-25
1641;94;1;81.75;2023-03-26
1642;133;1;100.00;2023-03-26
1643;178;1;79.00;2023-03-25
1644;135;1;64.50;2023-03-26
1645;135;1;91.50;2023-03-27
1646;135;1;83.75;2023-03-26
1647;135;1;87.25;2023-03-26
1648;24;1;85.75;2023-03-26
1649;98;1;91.50;2023-03-26
1650;61;1;60.75;2023-03-27
1651;59;1;60.75;2023-03-26
1652;97;1;63.75;2023-03-27
1653;97;1;91.75;2023-03-27
1654;97;1;78.75;2023-03-20
1655;97;1;86.00;2023-03-20
1656;97;1;89.50;2023-03-20
1657;97;1;94.00;2023-03-20
1658;97;1;91.50;2023-03-20
1659;97;1;84.00;2023-03-20
1660;97;1;72.50;2023-03-20
1661;97;1;80.50;2023-03-20
1662;195;1;87.00;2023-03-20
1663;195;1;100.00;2023-03-20
1664;195;1;71.50;2023-03-20
1665;195;1;82.75;2023-03-20
1666;195;1;85.75;2023-03-20
1667;195;1;79.75;2023-03-20
1668;195;1;94.75;2023-03-20
1669;195;1;94.50;2023-03-20
1670;195;1;100.00;2023-03-20
1671;195;1;87.50;2023-03-20
1672;195;1;79.50;2023-03-20
1673;94;1;82.50;2023-03-20
1674;61;1;83.75;2023-03-20
1675;178;1;94.75;2023-03-28
1676;59;1;74.00;2023-03-28
1677;124;1;78.75;2023-03-28
1678;93;1;100.00;2023-03-28
1679;11;1;89.50;2023-03-28
1680;11;1;38.25;2023-03-29
1681;135;1;71.25;2023-03-29
1682;135;1;38.50;2023-03-29
1683;135;1;89.50;2023-03-29
1684;59;1;88.00;2023-03-29
1685;124;1;87.50;2023-03-29
1686;178;1;100.00;2023-03-29
1687;135;1;92.00;2023-03-29
1688;135;1;100.00;2023-03-29
1689;135;1;86.00;2023-03-31
1690;135;1;92.00;2023-03-31
1691;135;1;87.75;2023-03-31
1692;93;1;87.00;2023-03-31
1693;178;1;79.25;2023-03-31
1694;59;1;40.75;2023-03-31
1695;124;1;94.50;2023-03-31
1696;93;1;97.00;2023-03-31
1697;93;1;92.50;2023-03-31
1698;93;1;38.25;2023-04-01
1699;93;1;43.25;2023-04-01
1700;51;1;40.75;2023-04-01
1701;59;1;40.50;2023-04-01
1702;93;1;68.25;2023-04-01
1703;135;1;92.75;2023-04-02
1704;135;1;40.75;2023-04-02
1705;135;1;89.50;2023-04-02
1706;135;1;92.50;2023-04-02
1707;93;1;90.75;2023-04-02
1708;93;1;85.50;2023-04-02
1709;93;1;40.75;2023-04-03
1710;93;1;43.25;2023-04-03
1711;11;1;43.25;2023-04-03
1712;93;1;38.75;2023-04-03
1713;93;1;51.00;2023-04-03
1714;93;1;40.75;2023-04-04
1715;93;1;35.25;2023-04-04
1716;93;1;35.25;2023-04-04
1717;11;1;35.25;2023-04-04
1718;59;1;36.25;2023-04-04
1719;93;1;66.00;2023-04-04
1720;93;1;92.75;2023-04-04
1721;93;1;40.75;2023-04-05
1722;59;1;37.75;2023-04-05
1723;93;1;40.75;2023-04-05
1724;93;1;100.00;2023-04-05
1725;93;1;40.25;2023-04-06
1726;93;1;40.25;2023-04-06
1727;59;1;37.75;2023-04-06
1728;11;1;35.25;2023-04-06
1729;59;1;100.00;2023-04-06
1730;94;1;50.50;2023-04-06
1731;93;1;100.00;2023-04-07
1732;93;1;91.25;2023-04-07
1733;93;1;43.25;2023-04-08
1734;59;1;35.25;2023-04-08
1735;124;1;35.25;2023-04-08
1736;94;1;100.00;2023-04-08
1737;51;1;92.00;2023-04-08
1738;93;1;95.75;2023-04-08
1739;93;1;84.25;2023-04-08
1740;93;1;38.25;2023-04-09
1741;59;1;37.75;2023-04-09
1742;173;1;37.50;2023-04-09
1743;5;1;100.00;2023-04-09
1744;93;1;77.75;2023-04-09
1745;93;1;52.75;2023-04-09
1746;48;1;35.25;2023-04-10
1747;48;1;43.25;2023-04-10
1748;59;1;80.50;2023-04-10
1749;5;1;86.25;2023-04-10
1750;93;1;100.00;2023-04-10
1751;93;1;53.50;2023-04-10
1752;93;1;43.25;2023-04-11
1753;59;1;37.75;2023-04-11
1754;29;1;40.75;2023-04-11
1755;5;1;100.00;2023-04-11
1756;93;1;62.50;2023-04-11
1757;93;1;55.00;2023-04-11
1758;93;1;38.25;2023-04-12
1759;180;1;38.25;2023-04-12
1760;173;1;37.75;2023-04-12
1761;5;1;75.00;2023-04-12
1762;93;1;74.75;2023-04-12
1763;93;1;55.50;2023-04-12
1764;93;1;35.25;2023-04-13
1765;93;1;38.25;2023-04-13
1766;173;1;38.25;2023-04-13
1767;25;1;37.75;2023-04-13
1768;25;1;71.25;2023-04-13
1769;54;1;71.00;2023-04-13
1770;25;1;80.00;2023-04-13
1771;48;1;86.50;2023-04-13
1772;93;1;78.50;2023-04-13
1773;93;1;82.75;2023-04-14
1774;93;1;40.75;2023-04-14
1775;93;1;40.75;2023-04-02
1776;25;1;40.75;2023-04-14
1777;25;1;35.25;2023-04-14
1778;93;1;83.00;2023-04-14
1779;48;1;81.00;2023-04-14
1780;93;1;38.25;2023-04-14
1781;93;1;84.25;2023-04-14
1782;93;1;35.25;2023-04-15
1783;93;1;35.25;2023-04-15
1784;180;1;38.25;2023-04-15
1785;15;1;37.75;2023-04-15
1786;25;1;73.75;2023-04-15
1787;25;1;59.50;2023-04-15
1788;25;1;82.25;2023-04-15
1789;93;1;75.50;2023-04-15
1790;93;1;85.50;2023-04-15
1791;180;1;38.25;2023-04-16
1792;173;1;38.25;2023-04-16
1793;15;1;65.50;2023-04-16
1794;29;1;68.25;2023-04-16
1795;25;1;75.50;2023-04-16
1796;25;1;64.25;2023-04-16
1797;25;1;78.00;2023-04-16
1798;25;1;87.00;2023-04-16
1799;51;1;86.00;2023-04-16
1800;93;1;73.00;2023-04-16
1801;93;1;81.75;2023-04-16
1802;93;1;37.75;2023-04-16
1803;180;1;35.25;2023-04-17
1804;48;1;37.75;2023-04-17
1805;48;1;65.50;2023-04-17
1806;173;1;83.75;2023-04-17
1807;15;1;85.75;2023-04-17
1808;25;1;62.25;2023-04-17
1809;25;1;63.25;2023-04-17
1810;25;1;78.25;2023-04-17
1811;31;1;90.50;2023-04-17
1812;93;1;66.25;2023-04-17
1813;93;1;55.25;2023-04-18
1814;173;1;40.25;2023-04-18
1815;180;1;38.25;2023-04-18
1816;25;1;68.75;2023-04-18
1817;25;1;57.00;2023-04-18
1818;25;1;77.00;2023-04-18
1819;25;1;77.00;2023-04-18
1820;15;1;81.50;2023-04-18
1821;93;1;87.50;2023-04-18
1822;93;1;86.75;2023-04-18
1823;15;1;35.25;2023-04-19
1824;135;1;38.25;2023-04-19
1825;135;1;65.75;2023-04-19
1826;135;1;90.00;2023-04-19
1827;135;1;80.25;2023-04-19
1828;180;1;89.50;2023-04-19
1829;51;1;87.00;2023-04-19
1830;25;1;65.00;2023-04-19
1831;25;1;79.25;2023-04-19
1832;25;1;72.75;2023-04-19
1833;135;1;73.25;2023-04-19
1834;135;1;82.50;2023-04-19
1835;135;1;81.25;2023-04-20
1836;48;1;72.00;2023-04-20
1837;48;1;67.25;2023-04-20
1838;105;1;82.25;2023-04-20
1839;25;1;78.75;2023-04-20
1840;25;1;84.50;2023-04-21
1841;25;1;75.50;2023-04-20
1842;135;1;78.50;2023-04-20
1843;135;1;77.50;2023-04-20
1844;135;1;84.50;2023-04-21
1845;48;1;88.75;2023-04-21
1846;93;1;67.75;2023-04-21
1847;93;1;92.25;2023-04-21
1848;93;1;38.25;2023-04-20
1849;61;1;37.75;2023-04-22
1850;25;1;35.25;2023-04-22
1851;25;1;71.50;2023-04-22
1852;25;1;75.00;2023-04-21
1853;180;1;78.50;2023-04-21
1854;48;1;83.00;2023-04-21
1855;93;1;62.50;2023-04-22
1856;25;1;86.75;2023-04-22
1857;25;1;38.25;2023-04-23
1858;25;1;71.50;2023-04-22
1859;135;1;81.00;2023-04-22
1860;135;1;88.50;2023-04-22
1861;135;1;92.00;2023-04-22
1862;108;1;89.50;2023-04-22
1863;108;1;90.75;2023-04-22
1864;29;1;74.50;2023-04-23
1865;61;1;87.75;2023-04-23
1866;173;1;68.75;2023-04-23
1867;51;1;66.50;2023-04-23
1868;25;1;70.25;2023-04-23
1869;25;1;76.25;2023-04-24
1870;25;1;89.00;2023-04-23
1871;108;1;82.00;2023-04-23
1872;108;1;78.00;2023-04-23
1873;135;1;74.75;2023-04-24
1874;135;1;87.50;2023-04-24
1875;173;1;70.00;2023-04-23
1876;105;1;67.50;2023-04-23
1877;135;1;70.75;2023-04-24
1878;135;1;72.75;2023-04-24
1879;135;1;64.25;2023-04-24
1880;135;1;84.75;2023-04-24
1881;48;1;56.75;2023-04-24
1882;29;1;56.75;2023-04-24
1883;6;1;76.25;2023-04-24
1884;51;1;69.50;2023-04-25
1885;61;1;79.25;2023-04-25
1886;25;1;75.75;2023-04-25
1887;25;1;74.50;2023-04-25
1888;180;1;78.00;2023-04-24
1889;44;1;84.50;2023-04-24
1890;105;1;67.50;2023-04-25
1891;173;1;72.25;2023-04-26
1892;25;1;55.50;2023-04-25
1893;25;1;74.25;2023-04-26
1894;25;1;67.75;2023-04-25
1895;135;1;85.00;2023-04-25
1896;52;1;87.50;2023-04-25
1897;135;1;64.75;2023-04-25
1898;52;1;89.75;2023-04-26
1899;135;1;63.50;2023-04-25
1900;11;1;73.25;2023-04-26
1901;180;1;66.00;2023-04-25
1902;48;1;97.00;2023-04-26
1903;48;1;65.50;2023-04-26
1904;5;1;81.25;2023-04-26
1905;29;1;87.50;2023-04-26
1906;173;1;61.50;2023-04-26
1907;105;1;62.50;2023-04-27
1908;169;1;72.25;2023-04-26
1909;169;1;75.25;2023-04-26
1910;169;1;74.75;2023-04-27
1911;61;1;82.00;2023-04-27
1912;25;1;82.00;2023-04-27
1913;25;1;60.00;2023-04-27
1914;25;1;75.25;2023-04-27
1915;169;1;75.50;2023-04-27
1916;169;1;74.50;2023-04-27
1917;169;1;85.00;2023-04-28
1918;169;1;85.00;2023-04-28
1919;25;1;85.00;2023-04-28
1920;25;1;91.00;2023-04-28
1921;25;1;75.00;2023-04-28
1922;179;1;76.75;2023-04-28
1923;169;1;87.00;2023-04-28
1924;25;1;64.50;2023-04-29
1925;25;1;85.00;2023-04-29
1926;25;1;84.50;2023-04-29
1927;61;1;90.50;2023-04-29
1928;128;1;78.00;2023-04-29
1929;128;1;72.00;2023-04-29
1930;128;1;85.00;2023-04-30
1931;4;1;84.50;2023-04-30
1932;25;1;83.00;2023-04-30
1933;25;1;69.75;2023-04-30
1934;25;1;83.50;2023-04-30
1935;25;1;83.50;2023-04-30
1936;180;1;76.00;2023-04-30
1937;51;1;81.00;2023-04-30
1938;59;1;66.00;2023-04-30
1939;48;1;77.75;2023-05-01
1940;48;1;94.50;2023-05-01
1941;61;1;86.75;2023-05-01
1942;135;1;90.75;2023-05-01
1943;25;1;75.00;2023-05-01
1944;25;1;87.00;2023-05-01
1945;25;1;81.00;2023-05-01
1946;82;1;92.00;2023-05-01
1947;82;1;78.00;2023-05-01
1948;82;1;84.50;2023-04-30
1949;180;1;82.50;2023-04-30
1950;29;1;85.00;2023-04-30
1951;15;1;67.50;2023-05-01
1952;93;1;91.25;2023-05-01
1953;93;1;68.50;2023-05-02
1954;48;1;38.25;2023-05-02
1955;48;1;40.75;2023-05-02
1956;97;1;86.75;2023-05-02
1957;97;1;85.25;2023-05-02
1958;97;1;83.00;2023-04-29
1959;180;1;69.75;2023-04-29
1960;61;1;89.50;2023-04-29
1961;124;1;67.00;2023-05-02
1962;173;1;63.75;2023-05-02
1963;25;1;95.00;2023-05-02
1964;25;1;70.75;2023-05-02
1965;25;1;92.00;2023-05-02
1966;93;1;81.00;2023-05-02
1967;93;1;76.00;2023-05-02
1968;93;1;38.25;2023-05-03
1969;93;1;38.25;2023-05-03
1970;93;1;40.75;2023-05-03
1971;48;1;40.75;2023-05-03
1972;48;1;38.25;2023-05-03
1973;59;1;78.75;2023-05-03
1974;61;1;83.25;2023-05-03
1975;59;1;97.00;2023-05-03
1976;135;1;74.00;2023-05-03
1977;135;1;97.50;2023-05-04
1978;135;1;59.00;2023-05-04
1979;135;1;58.50;2023-05-04
1980;135;1;49.75;2023-05-04
1981;135;1;60.00;2023-05-04
1982;124;1;57.75;2023-05-04
1983;15;1;61.75;2023-05-04
1984;180;1;95.00;2023-05-04
1985;51;1;76.50;2023-05-04
1986;135;1;67.50;2023-05-04
1987;135;1;84.25;2023-05-05
1988;135;1;74.25;2023-05-05
1989;135;1;75.25;2023-05-05
1990;135;1;72.00;2023-05-05
1991;135;1;72.75;2023-05-05
1992;173;1;72.75;2023-05-05
1993;59;1;75.25;2023-05-05
1994;5;1;65.75;2023-05-05
1995;51;1;97.75;2023-05-05
1996;179;1;81.25;2023-05-05
1997;124;1;81.75;2023-05-06
1998;25;1;65.00;2023-05-06
1999;25;1;95.00;2023-05-05
2000;169;1;76.50;2023-05-05
2001;169;1;86.50;2023-05-05
2002;169;1;97.50;2023-05-06
2003;169;1;100.00;2023-05-06
2004;93;1;100.00;2023-05-06
2005;93;1;97.00;2023-05-06
2006;93;1;43.25;2023-05-06
2007;93;1;38.25;2023-05-06
2008;93;1;40.75;2023-05-06
2009;48;1;38.25;2023-05-06
2010;48;1;40.75;2023-05-06
2011;59;1;76.25;2023-05-06
2012;51;1;80.25;2023-05-06
2013;25;1;97.50;2023-05-06
2014;25;1;84.25;2023-05-07
2015;124;1;88.00;2023-05-06
2016;61;1;78.00;2023-05-06
2017;59;1;92.50;2023-05-07
2018;173;1;75.00;2023-05-07
2019;25;1;100.00;2023-05-07
2020;25;1;63.75;2023-05-07
2021;25;1;85.00;2023-05-07
2022;61;1;89.50;2023-05-07
2023;124;1;75.50;2023-05-07
2024;93;1;77.50;2023-05-08
2025;93;1;95.00;2023-05-08
2026;180;1;35.25;2023-05-08
2027;173;1;35.25;2023-05-08
2028;59;1;76.75;2023-05-08
2029;124;1;68.25;2023-05-08
2030;25;1;94.50;2023-05-08
2031;25;1;95.00;2023-05-09
2032;25;1;86.50;2023-05-08
2033;93;1;80.50;2023-05-08
2034;93;1;83.00;2023-05-08
2035;93;1;35.25;2023-05-09
2036;93;1;35.25;2023-05-09
2037;93;1;35.25;2023-05-09
2038;59;1;35.25;2023-05-09
2039;135;1;35.25;2023-05-09
2040;135;1;97.50;2023-05-09
2041;135;1;76.00;2023-05-09
2042;169;1;76.00;2023-05-09
2043;169;1;72.00;2023-05-09
2044;124;1;100.00;2023-05-10
2045;61;1;100.00;2023-05-10
2046;25;1;95.00;2023-05-10
2047;25;1;75.00;2023-05-10
2048;180;1;76.00;2023-05-09
2049;135;1;74.00;2023-05-09
2050;135;1;71.50;2023-09-10
2051;135;1;98.00;2023-05-10
2052;135;1;95.25;2023-05-10
2053;94;1;98.75;2023-05-10
2054;59;1;100.00;2023-05-10
2055;15;1;93.75;2023-05-10
2056;61;1;94.50;2023-05-10
2057;169;1;82.00;2023-05-10
2058;169;1;71.50;2023-05-11
2059;169;1;100.00;2023-05-11
2060;59;1;100.00;2023-05-11
2061;61;1;100.00;2023-05-11
2062;25;1;100.00;2023-05-11
2063;25;1;67.50;2023-05-12
2064;25;1;87.00;2023-05-11
2065;25;1;84.50;2023-05-11
2066;25;1;83.50;2023-05-11
2067;25;1;84.50;2023-05-12
2068;51;1;86.00;2023-05-12
2069;169;1;74.00;2023-05-12
2070;169;1;75.00;2023-05-12
2071;169;1;100.00;2023-05-12
2072;15;1;100.00;2023-05-12
2073;135;1;100.00;2023-05-12
2074;135;1;93.75;2023-05-12
2075;59;1;71.00;2023-05-12
2076;94;1;71.75;2023-05-12
2077;173;1;100.00;2023-05-12
2078;124;1;92.50;2023-05-12
2079;61;1;73.25;2023-05-12
2080;54;1;95.00;2023-05-13
2081;169;1;64.25;2023-05-13
2082;169;1;86.75;2023-05-13
2083;169;1;100.00;2023-05-14
2084;59;1;100.00;2023-05-13
2085;180;1;100.00;2023-05-13
2086;124;1;95.00;2023-05-13
2087;51;1;70.00;2023-05-12
2088;135;1;95.00;2023-05-14
2089;59;1;76.25;2023-05-14
2090;61;1;80.25;2023-05-14
2091;25;1;100.00;2023-05-17
2092;25;1;71.50;2023-05-17
2093;25;1;83.00;2023-05-17
2094;25;1;82.00;2023-05-17
2095;11;1;83.50;2023-05-17
2096;59;1;80.50;2023-05-17
2097;25;1;58.75;2023-05-18
2098;25;1;97.00;2023-05-18
2099;25;1;82.50;2023-05-18
2100;25;1;78.50;2023-05-18
2101;25;1;80.00;2023-05-18
2102;25;1;68.25;2023-05-18
2103;11;1;78.50;2023-05-18
2104;11;1;84.00;2023-05-18
2105;59;1;71.75;2023-05-19
2106;135;1;88.50;2023-05-19
2107;135;1;100.00;2023-05-19
2108;25;1;64.75;2023-05-19
2109;25;1;71.25;2023-05-19
2110;25;1;78.00;2023-05-19
2111;25;1;88.50;2023-05-19
2112;61;1;71.50;2023-05-19
2113;59;1;82.00;2023-05-19
2114;25;1;75.00;2023-05-20
2115;25;1;100.00;2023-05-20
2116;25;1;88.50;2023-05-20
2117;25;1;78.50;2023-05-20
2118;11;1;75.50;2023-05-20
2119;61;1;83.00;2023-05-20
2120;59;1;71.25;2023-05-21
2121;25;1;72.00;2023-05-21
2122;25;1;100.00;2023-05-21
2123;25;1;76.00;2023-05-21
2124;25;1;82.00;2023-05-21
2125;61;1;78.50;2023-05-21
2126;59;1;79.50;2023-05-21
2127;61;1;67.00;2023-05-22
2128;59;1;100.00;2023-05-22
2129;59;1;75.00;2023-05-23
2130;59;1;100.00;2023-05-23
2131;25;1;100.00;2023-05-24
2132;25;1;100.00;2023-05-25
2133;25;1;77.00;2023-05-23
2134;11;1;77.00;2023-05-25
2135;11;1;85.00;2023-05-25
2136;123;1;76.50;2023-05-25
2137;123;1;78.50;2023-05-25
2138;123;1;82.50;2023-05-23
2139;123;1;78.25;2023-05-23
2140;48;1;75.25;2023-05-23
2141;59;1;90.00;2023-05-23
2142;25;1;85.25;2023-05-26
2143;25;1;97.00;2023-05-26
2144;25;1;69.50;2023-05-26
2145;11;1;64.75;2023-05-26
2146;124;1;72.25;2023-05-26
2147;11;1;94.50;2023-05-26
2148;48;1;86.00;2023-05-27
2149;48;1;88.50;2023-05-27
2150;173;1;83.75;2023-05-27
2151;135;1;80.00;2023-05-27
2152;135;1;77.50;2023-05-27
2153;135;1;95.50;2023-05-27
2154;135;1;92.75;2023-05-27
2155;135;1;89.25;2023-05-27
2156;25;1;94.75;2023-05-27
2157;48;1;91.00;2023-05-27
2158;48;1;73.50;2023-05-27
2159;11;1;76.00;2023-05-28
2160;25;1;76.25;2023-05-28
2161;25;1;90.50;2023-05-28
2162;25;1;76.50;2023-05-28
2163;59;1;87.50;2023-05-28
2164;11;1;79.25;2023-05-28
2165;135;1;100.00;2023-05-28
2166;135;1;84.00;2023-05-29
2167;135;1;93.00;2023-05-28
2168;135;1;88.50;2023-05-28
2169;173;1;100.00;2023-05-28
2170;25;1;90.75;2023-05-28
2171;25;1;68.25;2023-05-29
2172;25;1;86.50;2023-05-29
2173;25;1;81.25;2023-05-29
2174;59;1;88.00;2023-05-29
2175;59;1;88.50;2023-05-29
2176;25;1;100.00;2023-05-29
2177;11;1;100.00;2023-05-30
2178;135;1;83.50;2023-05-30
2179;135;1;94.50;2023-05-30
2180;135;1;97.50;2023-05-31
2181;135;1;88.75;2023-05-31
2182;135;1;93.50;2023-05-31
2183;173;1;97.00;2023-05-31
2184;11;1;92.00;2023-05-31
2185;124;1;65.75;2023-05-31
2186;59;1;85.25;2023-05-31
2187;25;1;86.00;2023-05-31
2188;25;1;100.00;2023-05-31
2189;25;1;71.50;2023-05-31
2190;25;1;81.00;2023-05-31
2191;25;1;85.00;2023-05-31
2192;135;1;74.00;2023-05-31
2193;135;1;87.50;2023-05-31
2194;135;1;90.00;2023-06-01
2195;59;1;94.00;2023-06-01
2196;25;1;94.50;2023-06-01
2197;25;1;100.00;2023-06-01
2198;25;1;81.00;2023-06-01
2199;25;1;80.00;2023-06-01
2200;25;1;60.75;2023-06-01
2201;135;1;86.00;2023-06-01
2202;135;1;78.50;2023-06-01
2203;135;1;90.00;2023-06-02
2204;11;1;96.25;2023-06-02
2205;11;1;97.00;2023-06-02
2206;59;1;75.00;2023-06-01
2207;25;1;68.50;2023-06-02
2208;25;1;100.00;2023-06-02
2209;25;1;76.00;2023-06-02
2210;25;1;81.50;2023-06-02
2211;135;1;76.50;2023-06-02
2212;135;1;77.50;2023-06-02
2213;135;1;81.50;2023-06-03
2214;135;1;81.75;2023-06-03
2215;11;1;84.75;2023-06-03
2216;173;1;83.75;2023-06-03
2217;25;1;73.25;2023-06-03
2218;25;1;75.25;2023-06-03
2219;59;1;78.00;2023-06-03
2220;135;1;81.50;2023-06-03
2221;135;1;95.00;2023-06-09
2222;135;1;71.75;2023-06-09
2223;135;1;71.25;2023-06-09
2224;124;1;69.25;2023-06-09
2225;59;1;90.50;2023-06-09
2226;135;1;92.50;2023-06-10
2227;135;1;97.50;2023-06-10
2228;135;1;71.50;2023-06-11
2229;135;1;77.50;2023-06-11
2230;93;1;78.00;2023-06-11
2231;135;1;79.50;2023-06-11
2232;135;1;40.25;2023-06-11
2233;124;1;81.25;2023-06-13
2234;124;1;70.25;2023-06-13
2235;59;1;84.50;2023-06-13
2236;93;1;89.00;2023-06-13
2237;93;1;97.50;2023-06-13
2238;93;1;37.50;2023-06-11
2239;93;1;35.25;2023-06-14
2240;93;1;37.50;2023-06-14
2241;93;1;37.50;2023-06-14
2242;11;1;37.50;2023-06-14
2243;11;1;37.50;2023-06-14
2244;135;1;83.00;2023-06-14
2245;135;1;97.00;2023-06-14
2246;59;1;75.50;2023-06-14
2247;25;1;78.50;2023-06-14
2248;25;1;97.00;2023-06-14
2249;25;1;85.00;2023-06-14
2250;93;1;83.00;2023-06-14
2251;93;1;80.50;2023-06-14
2252;93;1;37.50;2023-06-15
2253;93;1;37.50;2023-06-15
2254;124;1;37.50;2023-06-15
2255;59;1;37.50;2023-06-15
2256;25;1;86.00;2023-06-15
2257;25;1;100.00;2023-06-15
2258;25;1;73.50;2023-06-15
2259;25;1;81.50;2023-06-15
2260;93;1;85.00;2023-06-15
2261;93;1;88.00;2023-06-15
2262;93;1;37.50;2023-06-16
2263;93;1;37.50;2023-06-16
2264;11;1;35.25;2023-06-16
2265;11;1;37.50;2023-06-16
2266;59;1;81.50;2023-06-17
2267;93;1;86.50;2023-06-17
2268;93;1;97.00;2023-06-16
2269;93;1;38.25;2023-06-17
2270;93;1;38.25;2023-06-17
2271;25;1;37.50;2023-06-17
2272;25;1;35.25;2023-06-17
2273;25;1;83.00;2023-06-16
2274;25;1;87.00;2023-06-16
2275;25;1;78.50;2023-06-16
2276;25;1;90.50;2023-06-16
2277;25;1;66.50;2023-06-16
2278;25;1;84.50;2023-06-17
2279;25;1;88.00;2023-06-17
2280;25;1;93.50;2023-06-17
2281;93;1;84.00;2023-06-17
2282;93;1;89.00;2023-06-17
2283;59;1;37.50;2023-06-18
2284;48;1;35.25;2023-06-18
2285;93;1;100.00;2023-06-18
2286;124;1;81.25;2023-06-18
2287;61;1;38.25;2023-06-18
2288;59;1;89.00;2023-06-18
2289;93;1;72.75;2023-06-18
2290;93;1;100.00;2023-06-19
2291;93;1;37.50;2023-06-19
2292;93;1;35.25;2023-06-19
2293;93;1;35.25;2023-06-19
2294;59;1;37.50;2023-06-19
2295;11;1;37.50;2023-06-19
2296;93;1;92.00;2023-06-20
2297;93;1;76.25;2023-06-20
2298;93;1;40.00;2023-06-20
2299;124;1;35.25;2023-06-20
2300;59;1;35.25;2023-06-20
2301;93;1;91.50;2023-06-21
2302;93;1;100.00;2023-06-21
2303;93;1;43.00;2023-06-21
2304;93;1;35.25;2023-06-21
2305;59;1;37.50;2023-06-21
2306;11;1;35.25;2023-06-21
2307;11;1;100.00;2023-06-22
2308;11;1;83.00;2023-06-22
2309;93;1;85.50;2023-06-22
2310;93;1;83.00;2023-06-22
2311;93;1;35.25;2023-06-22
2312;93;1;35.25;2023-06-22
2313;11;1;35.25;2023-06-22
2314;11;1;35.25;2023-06-22
2315;59;1;85.50;2023-06-23
2316;93;1;92.00;2023-06-23
2317;93;1;89.50;2023-06-23
2318;93;1;35.25;2023-06-24
2319;93;1;35.25;2023-06-24
2320;93;1;40.00;2023-06-24
2321;59;1;37.50;2023-06-24
2322;93;1;35.25;2023-06-24
2323;59;1;95.00;2023-06-24
2324;59;1;35.25;2023-06-25
2325;93;1;100.00;2023-06-25
2326;93;1;100.00;2023-06-26
2327;93;1;40.00;2023-06-27
2328;93;1;35.25;2023-06-27
2329;93;1;37.50;2023-06-27
2330;124;1;37.50;2023-06-27
2331;59;1;37.50;2023-06-27
2332;93;1;92.00;2023-06-27
2333;93;1;100.00;2023-06-27
2334;93;1;39.75;2023-06-28
2335;93;1;40.50;2023-06-28
2336;93;1;40.00;2023-06-28
2337;93;1;35.25;2023-06-28
2338;11;1;35.25;2023-06-28
2339;59;1;37.50;2023-06-28
2340;11;1;89.00;2023-06-27
2341;93;1;100.00;2023-06-28
2342;93;1;94.00;2023-06-28
2343;93;1;39.00;2023-06-29
2344;59;1;37.50;2023-06-29
2345;11;1;37.75;2023-06-29
2346;11;1;100.00;2023-06-29
2347;61;1;82.50;2023-06-29
2348;93;1;94.00;2023-06-29
2349;93;1;75.00;2023-06-29
2350;93;1;37.50;2023-06-30
2351;93;1;37.50;2023-06-30
2352;93;1;40.00;2023-06-30
2353;11;1;37.50;2023-06-30
2354;19;1;37.50;2023-06-30
2355;61;1;97.00;2023-06-30
2356;93;1;95.75;2023-06-30
2357;93;1;73.25;2023-06-30
2358;93;1;37.50;2023-07-01
2359;93;1;37.75;2023-07-01
2360;94;1;37.50;2023-07-01
2361;19;1;40.00;2023-07-01
2362;137;1;93.25;2023-07-01
2363;51;1;100.00;2023-07-01
2364;31;1;69.50;2023-07-02
2365;44;1;89.00;2023-07-02
2366;29;1;55.75;2023-07-02
2367;105;1;71.25;2023-07-02
2368;93;1;73.00;2023-07-02
2369;93;1;77.50;2023-07-02
2370;93;1;37.50;2023-07-02
2371;61;1;35.25;2023-07-02
2372;11;1;35.25;2023-07-02
2373;11;1;75.00;2023-07-02
2374;137;1;83.00;2023-07-02
2375;94;1;91.00;2023-07-02
2376;51;1;69.50;2023-07-03
2377;45;1;92.75;2023-07-03
2378;44;1;84.25;2023-07-03
2379;137;1;69.00;2023-07-03
2380;19;1;60.50;2023-07-03
2381;6;1;74.50;2023-07-03
